review,Sentiment
The precise meaning of words are given in simple language. Kudos!!!,Positive
This app is a helpful app,Positive
"""Poor app, I paied for don't have ad. But always have annoyed pop-up""",Negative
It was great app recommended for all people,Positive
I really like this app its so easy to understand even to a person who doesn't understand can get something when he/she using this app,Positive
"""gives option to not connect, select not to connect, app shuts down""",Crash Report
Very useful and simple dictionary with allied usage of words,Positive
It is handy and well laid out for easy use .,Positive
"""This app is really awesome.Everyday this app comes with a new word.so ,thereby we An increase our vocabulary """,Positive
"""Great for learning new , only difficulties getting them to stay in cranium""",Positive
An excellent offline piece for referring and gathering new words,Positive
it is very helpful to understand a meaning .it is very useful app.it is very useful app for children specially,Positive
The translation is fantastic.You people are doing a great job.,Appreciation
The translation is fantastic,Positive
It is authentic and accurate I have been using this since my childhood.,Positive
Excellent app I would recommend it to any anyone,Positive
This is really brilliant and excellent app.And also very helpful.,Positive
This is really brilliant and excellent app,Positive
I just use a simple word it's not pronouncing it has a problem,Positive
Internet connection frequent slow.,Bug Report
It's a reliable app could be improved by more features such as etemology and a thesaurus,Positive
"""We can grab the meanings of words quickly,its helps us to learn english rapidly""",Positive
"""Great app! if you want look for a word, this app is very useful""",Positive
"""The original and best, etymology gives the development of the word into english which is great""",Positive
Worst app I have subscribed to premium version still unable to download offline dictionary,Negative
Easy and fast without bugs a very needable source of information,Positive
Really good for English rather and American usage.,Positive
"""Good easy to use, best is word of the day""",Positive
"""excellent app, would recommend for anyone who learn English """,Positive
So good app I love it because it has the word of the day so yeah!!,Positive
Word of the day every is the best way for me to learn English,Positive
Extremely annoying about premium mode and full of irritating ads,Negative
very interesting and helpful and useful thank you for the founder of this app.,Positive
Faster and easy to find words,Positive
this dictionary is very easy all words are clear in meaning and easily understandeable.,Positive
"""This is always the first app that I download. It is brilliant, I use it all the time.""",Positive
One of the best Verified British Dictionaries with lots of features for both learners and veterans of the language. It also provides etymology for each word. Simply the best ,Positive
